date,category,commodity,commodity_id,unit,price,usdprice
2018-02-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2018-02-15,cereals and tubers,Potatoes,83,KG,4.25,0.24
2018-02-15,cereals and tubers,Rice,52,KG,8.35,0.47
2018-02-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148,8.41
2018-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28,1.59
2018-02-15,milk and dairy,Cheese,414,KG,27,1.53
2018-02-15,oil and fats,Oil (maize),362,800 G,27.15,1.54
2018-02-15,oil and fats,Oil (mixed),395,800 G,20.5,1.16
2018-02-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.34
2018-02-15,pulses and nuts,Lentils,108,KG,20.65,1.17
2018-02-15,vegetables and fruits,Onions (red),110,KG,6.75,0.38
2018-03-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2018-03-15,cereals and tubers,Rice,52,KG,8.35,0.47
2018-03-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-03-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148,8.42
2018-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30,1.71
2018-03-15,milk and dairy,Cheese,414,KG,27,1.54
2018-03-15,milk and dairy,Cheese (picon),319,8 pcs,8,0.46
2018-03-15,miscellaneous food,Sugar,97,KG,14,0.8
2018-03-15,oil and fats,Ghee (natural),107,KG,97,5.52
2018-03-15,oil and fats,Oil (maize),362,800 G,27.15,1.54
2018-03-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.34
2018-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.01
2018-03-15,pulses and nuts,Lentils,108,KG,20.65,1.17
2018-03-15,vegetables and fruits,Garlic,105,KG,28.5,1.62
2018-04-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2018-04-15,cereals and tubers,Potatoes,83,KG,5,0.28
2018-04-15,cereals and tubers,Rice,52,KG,8.55,0.48
2018-04-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148,8.39
2018-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,33,1.87
2018-04-15,milk and dairy,Cheese,414,KG,27,1.53
2018-04-15,oil and fats,Ghee (natural),107,KG,97,5.5
2018-04-15,oil and fats,Oil (maize),362,800 G,27.15,1.54
2018-04-15,oil and fats,Oil (mixed),395,800 G,20.5,1.16
2018-04-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.33
2018-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1.01
2018-04-15,pulses and nuts,Lentils,108,KG,20.65,1.17
2018-04-15,vegetables and fruits,Garlic,105,KG,11,0.62
2018-04-15,vegetables and fruits,Onions (red),110,KG,5,0.28
2018-04-15,vegetables and fruits,Tomatoes,114,KG,6.5,0.37
2018-05-15,cereals and tubers,Potatoes,83,KG,5.5,0.31
2018-05-15,cereals and tubers,Rice,52,KG,9.55,0.54
2018-05-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-05-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089
2018-05-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148,8.32
2018-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,35,1.97
2018-05-15,milk and dairy,Cheese,414,KG,27,1.52
2018-05-15,oil and fats,Ghee (natural),107,KG,97,5.46
2018-05-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15
2018-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1
2018-05-15,pulses and nuts,Lentils,108,KG,20.65,1.16
2018-05-15,vegetables and fruits,Garlic,105,KG,13,0.73
2018-05-15,vegetables and fruits,Onions (red),110,KG,5.35,0.3
2018-05-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.25
2018-06-15,cereals and tubers,Pasta,112,KG,7.59,0.43
2018-06-15,cereals and tubers,Potatoes,83,KG,6.5,0.37
2018-06-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-06-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089
2018-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,34,1.91
2018-06-15,milk and dairy,Cheese (picon),319,8 pcs,8,0.45
2018-06-15,oil and fats,Ghee (natural),107,KG,97,5.45
2018-06-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15
2018-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,17.75,1
2018-06-15,pulses and nuts,Lentils,108,KG,20.65,1.16
2018-06-15,vegetables and fruits,Garlic,105,KG,13,0.73
2018-06-15,vegetables and fruits,Onions (red),110,KG,5.85,0.33
2018-07-15,cereals and tubers,Potatoes,83,KG,6.5,0.36
2018-07-15,cereals and tubers,Rice,52,KG,10.3,0.58
2018-07-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-07-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089
2018-07-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148,8.28
2018-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31,1.73
2018-07-15,milk and dairy,Cheese,414,KG,27,1.51
2018-07-15,milk and dairy,Cheese (picon),319,8 pcs,8,0.45
2018-07-15,miscellaneous food,Sugar,97,KG,14,0.78
2018-07-15,oil and fats,Ghee (natural),107,KG,97,5.43
2018-07-15,oil and fats,Oil (maize),362,800 G,27.15,1.52
2018-07-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15
2018-07-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32
2018-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,18.75,1.05
2018-07-15,pulses and nuts,Lentils,108,KG,20.65,1.16
2018-07-15,vegetables and fruits,Garlic,105,KG,13,0.73
2018-07-15,vegetables and fruits,Tomatoes,114,KG,5,0.28
2018-08-15,cereals and tubers,Potatoes,83,KG,7.5,0.42
2018-08-15,cereals and tubers,Rice,52,KG,10.15,0.57
2018-08-15,cereals and tubers,Wheat flour,58,KG,6.93,0.39
2018-08-15,"meat, fish and eggs",Eggs,92,Unit,1.59,0.089
2018-08-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.55,8.32
2018-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,32,1.79
2018-08-15,milk and dairy,Cheese (picon),319,8 pcs,8.5,0.48
2018-08-15,miscellaneous food,Sugar,97,KG,14,0.78
2018-08-15,oil and fats,Ghee (natural),107,KG,95.37,5.34
2018-08-15,oil and fats,Oil (maize),362,800 G,27.55,1.54
2018-08-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15
2018-08-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32
2018-08-15,vegetables and fruits,Onions (red),110,KG,6.5,0.36
2018-08-15,vegetables and fruits,Tomatoes,114,KG,5.5,0.31
2018-09-15,cereals and tubers,Potatoes,83,KG,10,0.56
2018-09-15,cereals and tubers,Rice,52,KG,10.09,0.56
2018-09-15,cereals and tubers,Wheat flour,58,KG,7.33,0.41
2018-09-15,"meat, fish and eggs",Eggs,92,Unit,1.56,0.087
2018-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.25,1.64
2018-09-15,miscellaneous food,Sugar,97,KG,14,0.78
2018-09-15,oil and fats,Oil (maize),362,800 G,27.55,1.54
2018-09-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32
2018-09-15,pulses and nuts,Lentils,108,KG,19.9,1.11
2018-09-15,vegetables and fruits,Garlic,105,KG,10.31,0.58
2018-09-15,vegetables and fruits,Onions (red),110,KG,6.75,0.38
2018-09-15,vegetables and fruits,Tomatoes,114,KG,10.25,0.57
2018-10-15,cereals and tubers,Pasta,112,KG,7.67,0.43
2018-10-15,cereals and tubers,Potatoes,83,KG,12,0.67
2018-10-15,cereals and tubers,Wheat flour,58,KG,7.16,0.4
2018-10-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091
2018-10-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.55,8.31
2018-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31,1.73
2018-10-15,milk and dairy,Cheese (picon),319,8 pcs,9.41,0.53
2018-10-15,oil and fats,Oil (maize),362,800 G,27.55,1.54
2018-10-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15
2018-10-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.31
2018-10-15,vegetables and fruits,Tomatoes,114,KG,13,0.73
2018-11-15,cereals and tubers,Pasta,112,KG,7.72,0.43
2018-11-15,cereals and tubers,Potatoes,83,KG,11,0.62
2018-11-15,cereals and tubers,Rice,52,KG,10.89,0.61
2018-11-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091
2018-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30,1.68
2018-11-15,milk and dairy,Cheese,414,KG,26.5,1.48
2018-11-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.54
2018-11-15,oil and fats,Ghee (natural),107,KG,95.3,5.34
2018-11-15,oil and fats,Oil (mixed),395,800 G,20.39,1.14
2018-11-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32
2018-11-15,vegetables and fruits,Onions (red),110,KG,8.25,0.46
2018-12-15,cereals and tubers,Pasta,112,KG,7.76,0.43
2018-12-15,cereals and tubers,Potatoes,83,KG,7.25,0.4
2018-12-15,cereals and tubers,Rice,52,KG,11.13,0.62
2018-12-15,milk and dairy,Cheese,414,KG,26.5,1.48
2018-12-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.53
2018-12-15,miscellaneous food,Sugar,97,KG,14.11,0.79
2018-12-15,oil and fats,Ghee (natural),107,KG,97.12,5.41
2018-12-15,oil and fats,Oil (maize),362,800 G,27.42,1.53
2018-12-15,oil and fats,Oil (sunflower),184,800 G,23.34,1.3
2018-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.98,1.56
2018-12-15,pulses and nuts,Lentils,108,KG,20.41,1.14
2018-12-15,vegetables and fruits,Garlic,105,KG,14.1,0.79
2018-12-15,vegetables and fruits,Onions (red),110,KG,7.96,0.44
2018-12-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.25
2019-01-15,cereals and tubers,Pasta,112,KG,7.95,0.45
2019-01-15,cereals and tubers,Potatoes,83,KG,6.5,0.36
2019-01-15,cereals and tubers,Rice,52,KG,11.23,0.63
2019-01-15,cereals and tubers,Wheat flour,58,KG,7.4,0.41
2019-01-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091
2019-01-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,149.09,8.35
2019-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,26.71,1.5
2019-01-15,milk and dairy,Cheese,414,KG,26.24,1.47
2019-01-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.54
2019-01-15,oil and fats,Oil (maize),362,800 G,27.42,1.54
2019-01-15,oil and fats,Oil (mixed),395,800 G,19.96,1.12
2019-01-15,oil and fats,Oil (sunflower),184,800 G,23.34,1.31
2019-01-15,pulses and nuts,Lentils,108,KG,19.63,1.1
2019-02-15,cereals and tubers,Pasta,112,KG,8.14,0.47
2019-02-15,cereals and tubers,Potatoes,83,KG,7.5,0.43
2019-02-15,cereals and tubers,Rice,52,KG,11.23,0.64
2019-02-15,cereals and tubers,Wheat flour,58,KG,7.51,0.43
2019-02-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.097
2019-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,149.91,8.57
2019-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,33.13,1.89
2019-02-15,milk and dairy,Cheese,414,KG,26.32,1.5
2019-02-15,milk and dairy,Cheese (picon),319,8 pcs,9.68,0.55
2019-02-15,oil and fats,Ghee (natural),107,KG,96.78,5.53
2019-02-15,oil and fats,Oil (maize),362,800 G,27.42,1.57
2019-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,31,1.77
2019-02-15,pulses and nuts,Lentils,108,KG,19.63,1.12
2019-02-15,vegetables and fruits,Garlic,105,KG,13.19,0.75
2019-02-15,vegetables and fruits,Onions (red),110,KG,8.5,0.49
2019-03-15,cereals and tubers,Pasta,112,KG,8.14,0.47
2019-03-15,cereals and tubers,Potatoes,83,KG,8.99,0.52
2019-03-15,cereals and tubers,Rice,52,KG,11.23,0.65
2019-03-15,cereals and tubers,Wheat flour,58,KG,7.58,0.44
2019-03-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.098
2019-03-15,milk and dairy,Cheese,414,KG,26.32,1.52
2019-03-15,milk and dairy,Cheese (picon),319,8 pcs,9.55,0.55
2019-03-15,miscellaneous food,Sugar,97,KG,14.01,0.81
2019-03-15,oil and fats,Oil (maize),362,800 G,27.46,1.58
2019-03-15,oil and fats,Oil (mixed),395,800 G,19.96,1.15
2019-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,31,1.79
2019-03-15,pulses and nuts,Lentils,108,KG,19.63,1.13
2019-03-15,vegetables and fruits,Garlic,105,KG,13.11,0.76
2019-04-15,cereals and tubers,Pasta,112,KG,8.07,0.47
2019-04-15,cereals and tubers,Potatoes,83,KG,8.25,0.48
2019-04-15,cereals and tubers,Rice,52,KG,11.08,0.64
2019-04-15,cereals and tubers,Wheat flour,58,KG,7.66,0.44
2019-04-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.098
2019-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.42,8.57
2019-04-15,miscellaneous food,Sugar,97,KG,14.01,0.81
2019-04-15,oil and fats,Ghee (natural),107,KG,96.1,5.55
2019-04-15,oil and fats,Oil (maize),362,800 G,27.46,1.59
2019-04-15,oil and fats,Oil (mixed),395,800 G,20.22,1.17
2019-04-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.36
2019-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,29.92,1.73
2019-04-15,pulses and nuts,Lentils,108,KG,19.32,1.12
2019-04-15,vegetables and fruits,Onions (red),110,KG,9.75,0.56
2019-04-15,vegetables and fruits,Tomatoes,114,KG,5.77,0.33
2019-05-15,cereals and tubers,Potatoes,83,KG,6.95,0.41
2019-05-15,cereals and tubers,Wheat flour,58,KG,7.78,0.46
2019-05-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.1
2019-05-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.42,8.72
2019-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,34,2
2019-05-15,milk and dairy,Cheese,414,KG,26.38,1.55
2019-05-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.57
2019-05-15,miscellaneous food,Sugar,97,KG,14,0.82
2019-05-15,oil and fats,Ghee (natural),107,KG,96.1,5.64
2019-05-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.38
2019-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,29.49,1.73
2019-05-15,pulses and nuts,Lentils,108,KG,19.32,1.13
2019-05-15,vegetables and fruits,Garlic,105,KG,16.53,0.97
2019-05-15,vegetables and fruits,Onions (red),110,KG,7,0.41
2019-05-15,vegetables and fruits,Tomatoes,114,KG,7.25,0.43
2019-06-15,cereals and tubers,Potatoes,83,KG,5.75,0.34
2019-06-15,cereals and tubers,Wheat flour,58,KG,7.82,0.47
2019-06-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.099
2019-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.38,1.88
2019-06-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.58
2019-06-15,miscellaneous food,Sugar,97,KG,14.01,0.84
2019-06-15,oil and fats,Ghee (natural),107,KG,98.27,5.88
2019-06-15,oil and fats,Oil (mixed),395,800 G,20.22,1.21
2019-06-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.41
2019-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.01,1.62
2019-06-15,vegetables and fruits,Garlic,105,KG,13.74,0.82
2019-06-15,vegetables and fruits,Onions (red),110,KG,6.5,0.39
2019-06-15,vegetables and fruits,Tomatoes,114,KG,5,0.3
2019-07-15,cereals and tubers,Potatoes,83,KG,7.48,0.45
2019-07-15,cereals and tubers,Rice,52,KG,10.32,0.62
2019-07-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1
2019-07-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.16,8.94
2019-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30,1.81
2019-07-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.58
2019-07-15,miscellaneous food,Sugar,97,KG,14.01,0.85
2019-07-15,oil and fats,Ghee (natural),107,KG,95.7,5.78
2019-07-15,oil and fats,Oil (maize),362,800 G,27.46,1.66
2019-07-15,oil and fats,Oil (mixed),395,800 G,20.22,1.22
2019-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.51,1.66
2019-07-15,pulses and nuts,Lentils,108,KG,19.09,1.15
2019-07-15,vegetables and fruits,Garlic,105,KG,15.01,0.91
2019-07-15,vegetables and fruits,Onions (red),110,KG,6.5,0.39
2019-07-15,vegetables and fruits,Tomatoes,114,KG,3.5,0.21
2019-08-15,cereals and tubers,Pasta,112,KG,8.07,0.49
2019-08-15,cereals and tubers,Rice,52,KG,9.92,0.6
2019-08-15,cereals and tubers,Wheat flour,58,KG,7.67,0.46
2019-08-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,150.46,9.1
2019-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,27.32,1.65
2019-08-15,milk and dairy,Cheese,414,KG,26.38,1.6
2019-08-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.58
2019-08-15,miscellaneous food,Sugar,97,KG,14.01,0.85
2019-08-15,oil and fats,Ghee (natural),107,KG,95.7,5.79
2019-08-15,oil and fats,Oil (maize),362,800 G,27.46,1.66
2019-08-15,oil and fats,Oil (mixed),395,800 G,20.22,1.22
2019-08-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.43
2019-08-15,pulses and nuts,Lentils,108,KG,19.09,1.15
2019-08-15,vegetables and fruits,Garlic,105,KG,17.38,1.05
2019-08-15,vegetables and fruits,Onions (red),110,KG,6.5,0.39
2019-09-15,cereals and tubers,Rice,52,KG,9.92,0.61
2019-09-15,cereals and tubers,Wheat flour,58,KG,7.67,0.47
2019-09-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1
2019-09-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.37,9.09
2019-09-15,milk and dairy,Cheese,414,KG,27.02,1.65
2019-09-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.6
2019-09-15,miscellaneous food,Sugar,97,KG,14.01,0.86
2019-09-15,oil and fats,Ghee (natural),107,KG,95.7,5.86
2019-09-15,oil and fats,Oil (maize),362,800 G,27.46,1.68
2019-09-15,oil and fats,Oil (mixed),395,800 G,20.22,1.24
2019-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,28.18,1.73
2019-09-15,pulses and nuts,Lentils,108,KG,19.09,1.17
2019-09-15,vegetables and fruits,Garlic,105,KG,18.22,1.12
2019-10-15,cereals and tubers,Pasta,112,KG,8.07,0.5
2019-10-15,cereals and tubers,Potatoes,83,KG,8.53,0.53
2019-10-15,cereals and tubers,Wheat flour,58,KG,7.67,0.47
2019-10-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,141.95,8.77
2019-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,25.42,1.57
2019-10-15,miscellaneous food,Sugar,97,KG,14.1,0.87
2019-10-15,oil and fats,Ghee (natural),107,KG,96.2,5.94
2019-10-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.46
2019-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,28.57,1.76
2019-10-15,pulses and nuts,Lentils,108,KG,18.54,1.15
2019-10-15,vegetables and fruits,Onions (red),110,KG,7.32,0.45
2019-10-15,vegetables and fruits,Tomatoes,114,KG,7.1,0.44
2019-11-15,cereals and tubers,Pasta,112,KG,8.07,0.5
2019-11-15,cereals and tubers,Potatoes,83,KG,10,0.62
2019-11-15,cereals and tubers,Rice,52,KG,9.92,0.62
2019-11-15,cereals and tubers,Wheat flour,58,KG,6.67,0.41
2019-11-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1
2019-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,126.33,7.86
2019-11-15,milk and dairy,Cheese,414,KG,27.02,1.68
2019-11-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.61
2019-11-15,miscellaneous food,Sugar,97,KG,14,0.87
2019-11-15,oil and fats,Oil (maize),362,800 G,28.46,1.77
2019-11-15,oil and fats,Oil (mixed),395,800 G,20.72,1.29
2019-11-15,oil and fats,Oil (sunflower),184,800 G,24.58,1.53
2019-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.57,1.71
2019-11-15,pulses and nuts,Lentils,108,KG,18.54,1.15
2019-11-15,vegetables and fruits,Garlic,105,KG,21.68,1.35
2019-12-15,cereals and tubers,Pasta,112,KG,8.07,0.5
2019-12-15,cereals and tubers,Potatoes,83,KG,10.36,0.65
2019-12-15,cereals and tubers,Rice,52,KG,9.92,0.62
2019-12-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42
2019-12-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,124.87,7.78
2019-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,25.42,1.58
2019-12-15,milk and dairy,Cheese,414,KG,27.02,1.68
2019-12-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.61
2019-12-15,miscellaneous food,Sugar,97,KG,14.01,0.87
2019-12-15,oil and fats,Oil (maize),362,800 G,28.46,1.77
2019-12-15,oil and fats,Oil (sunflower),184,800 G,24.58,1.53
2019-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,28.94,1.8
2019-12-15,pulses and nuts,Lentils,108,KG,18.54,1.16
2019-12-15,vegetables and fruits,Garlic,105,KG,21.68,1.35
2019-12-15,vegetables and fruits,Onions (red),110,KG,7.82,0.49
2020-01-15,cereals and tubers,Pasta,112,KG,8.07,0.51
2020-01-15,cereals and tubers,Rice,52,KG,9.92,0.63
2020-01-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42
2020-01-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1
2020-01-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,125.87,7.96
2020-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28.21,1.78
2020-01-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.62
2020-01-15,oil and fats,Oil (maize),362,800 G,28.46,1.8
2020-01-15,oil and fats,Oil (mixed),395,800 G,20.72,1.31
2020-01-15,oil and fats,Oil (sunflower),184,800 G,23.38,1.48
2020-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,30.21,1.91
2020-01-15,pulses and nuts,Lentils,108,KG,18.54,1.17
2020-01-15,vegetables and fruits,Garlic,105,KG,21.68,1.37
2020-01-15,vegetables and fruits,Onions (red),110,KG,8.39,0.53
2020-02-15,cereals and tubers,Pasta,112,KG,8.07,0.52
2020-02-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.11
2020-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,125.87,8.04
2020-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28.21,1.8
2020-02-15,oil and fats,Ghee (natural),107,KG,107.23,6.85
2020-02-15,oil and fats,Oil (sunflower),184,800 G,23.38,1.49
2020-02-15,pulses and nuts,Lentils,108,KG,18.54,1.18
2020-02-15,vegetables and fruits,Garlic,105,KG,21.68,1.39
2020-02-15,vegetables and fruits,Tomatoes,114,KG,7.22,0.46
2020-03-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42
2020-03-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.11
2020-03-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,128.59,8.19
2020-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.11,1.85
2020-03-15,milk and dairy,Cheese,414,KG,27.02,1.72
2020-03-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.62
2020-03-15,miscellaneous food,Sugar,97,KG,14.01,0.89
2020-03-15,oil and fats,Ghee (natural),107,KG,107.23,6.83
2020-03-15,oil and fats,Oil (mixed),395,800 G,20.72,1.32
2020-03-15,pulses and nuts,Lentils,108,KG,18.54,1.18
2020-03-15,vegetables and fruits,Garlic,105,KG,22.56,1.44
2020-03-15,vegetables and fruits,Onions (red),110,KG,9.2,0.59
2020-03-15,vegetables and fruits,Tomatoes,114,KG,7.22,0.46
2020-04-15,cereals and tubers,Pasta,112,KG,8.07,0.51
2020-04-15,cereals and tubers,Rice,52,KG,9.92,0.63
2020-04-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42
2020-04-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1
2020-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,134.33,8.52
2020-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30.72,1.95
2020-04-15,milk and dairy,Cheese,414,KG,27.02,1.71
2020-04-15,miscellaneous food,Sugar,97,KG,14.01,0.89
2020-04-15,oil and fats,Oil (maize),362,800 G,28.46,1.8
2020-04-15,oil and fats,Oil (mixed),395,800 G,20.72,1.31
2020-04-15,oil and fats,Oil (sunflower),184,800 G,23.38,1.48
2020-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,33.99,2.16
2020-04-15,pulses and nuts,Lentils,108,KG,18.54,1.18
2020-04-15,vegetables and fruits,Garlic,105,KG,23.56,1.49
2020-04-15,vegetables and fruits,Onions (red),110,KG,9.82,0.62
2020-04-15,vegetables and fruits,Tomatoes,114,KG,7.93,0.5
2020-05-15,cereals and tubers,Pasta,112,KG,8.07,0.51
2020-05-15,cereals and tubers,Rice,52,KG,9.92,0.63
2020-05-15,cereals and tubers,Wheat flour,58,KG,6.67,0.43
2020-05-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.11
2020-05-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,135.68,8.65
2020-05-15,milk and dairy,Cheese,414,KG,27.02,1.72
2020-05-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.62
2020-05-15,oil and fats,Oil (maize),362,800 G,28.46,1.81
2020-05-15,oil and fats,Oil (sunflower),184,800 G,23.38,1.49
2020-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,33.21,2.12
2020-05-15,pulses and nuts,Lentils,108,KG,18.54,1.18
2020-05-15,vegetables and fruits,Garlic,105,KG,18.16,1.16
2020-05-15,vegetables and fruits,Tomatoes,114,KG,7.16,0.46
2020-06-15,cereals and tubers,Pasta,112,KG,8.21,0.51
2020-06-15,cereals and tubers,Potatoes,83,KG,8.19,0.51
2020-06-15,cereals and tubers,Rice,52,KG,9.96,0.62
2020-06-15,cereals and tubers,Wheat flour,58,KG,6.61,0.41
2020-06-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,136.1,8.43
2020-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.23,1.81
2020-06-15,oil and fats,Ghee (natural),107,KG,106.22,6.58
2020-06-15,oil and fats,Oil (sunflower),184,800 G,23.38,1.45
2020-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,32.98,2.04
2020-06-15,pulses and nuts,Lentils,108,KG,18.42,1.14
2020-07-15,cereals and tubers,Pasta,112,KG,8.21,0.52
2020-07-15,cereals and tubers,Potatoes,83,KG,8.64,0.54
