date,category,commodity,commodity_id,unit,price,usdprice,calories (Kcal),protein (g),carbs (g),fat (g),iron (mg)
2012-05-15,cereals and tubers,Pasta,112,KG,4.06,0.67,370,13.0,75.0,1.5,1.3
2012-05-15,cereals and tubers,Potatoes,83,KG,1.93,0.32,77,2.0,17.0,0.1,0.8
2012-05-15,cereals and tubers,Rice,52,KG,4.31,0.71,360,7.0,80.0,0.6,0.8
2012-05-15,cereals and tubers,Wheat flour,58,KG,4.18,0.69,364,10.0,76.0,1.0,1.2
2012-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.0,2.82,239,27.0,0.0,14.0,1.3
2012-05-15,miscellaneous food,Sugar,97,KG,5.4,0.9,387,0.0,100.0,0.0,0.1
2012-05-15,oil and fats,Ghee (natural),107,KG,43.25,7.17,883,0.0,0.0,99.8,0.0
2012-05-15,oil and fats,Oil (maize),362,800 G,13.6,2.26,884,0.0,0.0,100.0,0.0
2012-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,7.9,1.31,341,26.0,58.0,1.5,6.7
2012-05-15,pulses and nuts,Lentils,108,KG,8.1,1.34,353,25.0,60.0,1.1,7.5
2012-05-15,vegetables and fruits,Onions (white),111,KG,1.75,0.29,40,1.1,9.0,0.1,0.2
2012-05-15,vegetables and fruits,Tomatoes,114,KG,3.8,0.63,18,0.9,3.9,0.2,0.3
2012-06-15,cereals and tubers,Pasta,112,KG,4.35,0.72,370,13.0,75.0,1.5,1.3
2012-06-15,cereals and tubers,Potatoes,83,KG,1.95,0.32,77,2.0,17.0,0.1,0.8
2012-06-15,cereals and tubers,Rice,52,KG,4.38,0.72,360,7.0,80.0,0.6,0.8
2012-06-15,cereals and tubers,Wheat flour,58,KG,4.65,0.77,364,10.0,76.0,1.0,1.2
2012-06-15,"meat, fish and eggs",Meat (beef),141,KG,55.25,9.15,250,26.0,0.0,15.0,2.6
2012-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.0,2.81,239,27.0,0.0,14.0,1.3
2012-06-15,oil and fats,Ghee (artificial),106,KG,12.56,2.08,884,0.0,0.0,100.0,0.0
2012-06-15,oil and fats,Ghee (natural),107,KG,33.0,5.46,883,0.0,0.0,99.8,0.0
2012-06-15,oil and fats,Oil (maize),362,800 G,13.1,2.17,884,0.0,0.0,100.0,0.0
2012-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.12,1.84,341,26.0,58.0,1.5,6.7
2012-06-15,pulses and nuts,Lentils,108,KG,10.35,1.71,353,25.0,60.0,1.1,7.5
2012-06-15,vegetables and fruits,Garlic,105,KG,3.75,0.62,149,6.4,33.0,0.5,1.7
2012-06-15,vegetables and fruits,Onions (red),110,KG,2.01,0.33,40,1.1,9.0,0.1,0.2
2012-06-15,vegetables and fruits,Tomatoes,114,KG,2.45,0.41,18,0.9,3.9,0.2,0.3
2012-07-15,cereals and tubers,Rice,52,KG,4.3,0.71,360,7.0,80.0,0.6,0.8
2012-07-15,cereals and tubers,Wheat flour,58,KG,4.43,0.73,364,10.0,76.0,1.0,1.2
2012-07-15,"meat, fish and eggs",Meat (beef),141,KG,55.7,9.19,250,26.0,0.0,15.0,2.6
2012-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.9,3.28,239,27.0,0.0,14.0,1.3
2012-07-15,oil and fats,Ghee (natural),107,KG,36.2,5.97,883,0.0,0.0,99.8,0.0
2012-07-15,oil and fats,Oil (maize),362,800 G,12.1,2.0,884,0.0,0.0,100.0,0.0
2012-07-15,vegetables and fruits,Onions (red),110,KG,2.15,0.35,40,1.1,9.0,0.1,0.2
2012-07-15,vegetables and fruits,Onions (white),111,KG,1.85,0.31,40,1.1,9.0,0.1,0.2
2012-07-15,vegetables and fruits,Tomatoes,114,KG,1.79,0.3,18,0.9,3.9,0.2,0.3
2012-08-15,cereals and tubers,Potatoes,83,KG,2.71,0.45,77,2.0,17.0,0.1,0.8
2012-08-15,cereals and tubers,Rice,52,KG,4.43,0.73,360,7.0,80.0,0.6,0.8
2012-08-15,"meat, fish and eggs",Meat (beef),141,KG,55.6,9.14,250,26.0,0.0,15.0,2.6
2012-08-15,miscellaneous food,Sugar,97,KG,5.78,0.95,387,0.0,100.0,0.0,0.1
2012-08-15,oil and fats,Ghee (artificial),106,KG,12.0,1.97,884,0.0,0.0,100.0,0.0
2012-08-15,oil and fats,Ghee (natural),107,KG,42.12,6.93,883,0.0,0.0,99.8,0.0
2012-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.68,1.76,341,26.0,58.0,1.5,6.7
2012-08-15,vegetables and fruits,Onions (red),110,KG,2.5,0.41,40,1.1,9.0,0.1,0.2
2012-08-15,vegetables and fruits,Onions (white),111,KG,1.9,0.31,40,1.1,9.0,0.1,0.2
2012-08-15,vegetables and fruits,Tomatoes,114,KG,3.75,0.62,18,0.9,3.9,0.2,0.3
2012-09-15,cereals and tubers,Pasta,112,KG,4.67,0.77,370,13.0,75.0,1.5,1.3
2012-09-15,cereals and tubers,Potatoes,83,KG,3.05,0.5,77,2.0,17.0,0.1,0.8
2012-09-15,cereals and tubers,Rice,52,KG,4.08,0.67,360,7.0,80.0,0.6,0.8
2012-09-15,cereals and tubers,Wheat flour,58,KG,4.45,0.73,364,10.0,76.0,1.0,1.2
2012-09-15,"meat, fish and eggs",Meat (beef),141,KG,54.4,8.93,250,26.0,0.0,15.0,2.6
2012-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.2,3.15,239,27.0,0.0,14.0,1.3
2012-09-15,oil and fats,Ghee (artificial),106,KG,12.4,2.04,884,0.0,0.0,100.0,0.0
2012-09-15,oil and fats,Oil (maize),362,800 G,13.2,2.17,884,0.0,0.0,100.0,0.0
2012-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,9.9,1.63,341,26.0,58.0,1.5,6.7
2012-09-15,pulses and nuts,Lentils,108,KG,9.78,1.61,353,25.0,60.0,1.1,7.5
2012-09-15,vegetables and fruits,Garlic,105,KG,8.5,1.4,149,6.4,33.0,0.5,1.7
2012-09-15,vegetables and fruits,Onions (red),110,KG,3.17,0.52,40,1.1,9.0,0.1,0.2
2012-09-15,vegetables and fruits,Onions (white),111,KG,3.17,0.52,40,1.1,9.0,0.1,0.2
2012-09-15,vegetables and fruits,Tomatoes,114,KG,6.25,1.03,18,0.9,3.9,0.2,0.3
2012-10-15,cereals and tubers,Potatoes,83,KG,3.1,0.51,77,2.0,17.0,0.1,0.8
2012-10-15,cereals and tubers,Rice,52,KG,3.8,0.62,360,7.0,80.0,0.6,0.8
2012-10-15,cereals and tubers,Wheat flour,58,KG,4.5,0.74,364,10.0,76.0,1.0,1.2
2012-10-15,"meat, fish and eggs",Meat (beef),141,KG,57.5,9.43,250,26.0,0.0,15.0,2.6
2012-10-15,miscellaneous food,Sugar,97,KG,4.6,0.75,387,0.0,100.0,0.0,0.1
2012-10-15,oil and fats,Ghee (artificial),106,KG,11.4,1.87,884,0.0,0.0,100.0,0.0
2012-10-15,oil and fats,Oil (maize),362,800 G,12.9,2.11,884,0.0,0.0,100.0,0.0
2012-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.7,1.75,341,26.0,58.0,1.5,6.7
2012-10-15,pulses and nuts,Lentils,108,KG,11.6,1.9,353,25.0,60.0,1.1,7.5
2012-10-15,vegetables and fruits,Garlic,105,KG,9.0,1.48,149,6.4,33.0,0.5,1.7
2012-10-15,vegetables and fruits,Onions (red),110,KG,2.8,0.46,40,1.1,9.0,0.1,0.2
2012-10-15,vegetables and fruits,Onions (white),111,KG,2.3,0.38,40,1.1,9.0,0.1,0.2
2012-10-15,vegetables and fruits,Tomatoes,114,KG,5.0,0.82,18,0.9,3.9,0.2,0.3
2012-11-15,cereals and tubers,Pasta,112,KG,4.6,0.75,370,13.0,75.0,1.5,1.3
2012-11-15,cereals and tubers,Potatoes,83,KG,3.3,0.54,77,2.0,17.0,0.1,0.8
2012-11-15,cereals and tubers,Rice,52,KG,3.8,0.62,360,7.0,80.0,0.6,0.8
2012-11-15,cereals and tubers,Wheat flour,58,KG,4.8,0.79,364,10.0,76.0,1.0,1.2
2012-11-15,"meat, fish and eggs",Meat (beef),141,KG,58.1,9.52,250,26.0,0.0,15.0,2.6
2012-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.0,2.79,239,27.0,0.0,14.0,1.3
2012-11-15,miscellaneous food,Sugar,97,KG,5.2,0.85,387,0.0,100.0,0.0,0.1
2012-11-15,oil and fats,Ghee (artificial),106,KG,11.3,1.85,884,0.0,0.0,100.0,0.0
2012-11-15,oil and fats,Ghee (natural),107,KG,40.4,6.62,883,0.0,0.0,99.8,0.0
2012-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,10.6,1.74,341,26.0,58.0,1.5,6.7
2012-11-15,vegetables and fruits,Onions (red),110,KG,2.5,0.41,40,1.1,9.0,0.1,0.2
2012-11-15,vegetables and fruits,Onions (white),111,KG,2.2,0.36,40,1.1,9.0,0.1,0.2
2012-11-15,vegetables and fruits,Tomatoes,114,KG,2.0,0.33,18,0.9,3.9,0.2,0.3
2012-12-15,cereals and tubers,Pasta,112,KG,4.7,0.76,370,13.0,75.0,1.5,1.3
2012-12-15,cereals and tubers,Potatoes,83,KG,3.0,0.49,77,2.0,17.0,0.1,0.8
2012-12-15,"meat, fish and eggs",Meat (beef),141,KG,55.4,8.98,250,26.0,0.0,15.0,2.6
2012-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.9,3.06,239,27.0,0.0,14.0,1.3
2012-12-15,miscellaneous food,Sugar,97,KG,5.0,0.81,387,0.0,100.0,0.0,0.1
2012-12-15,oil and fats,Ghee (natural),107,KG,38.1,6.18,883,0.0,0.0,99.8,0.0
2012-12-15,oil and fats,Oil (maize),362,800 G,11.3,1.83,884,0.0,0.0,100.0,0.0
2012-12-15,pulses and nuts,Lentils,108,KG,10.9,1.77,353,25.0,60.0,1.1,7.5
2012-12-15,vegetables and fruits,Garlic,105,KG,11.3,1.83,149,6.4,33.0,0.5,1.7
2012-12-15,vegetables and fruits,Onions (red),110,KG,2.5,0.41,40,1.1,9.0,0.1,0.2
2012-12-15,vegetables and fruits,Tomatoes,114,KG,2.0,0.32,18,0.9,3.9,0.2,0.3
2013-01-15,cereals and tubers,Pasta,112,KG,4.9,0.74,370,13.0,75.0,1.5,1.3
2013-01-15,cereals and tubers,Potatoes,83,KG,2.9,0.44,77,2.0,17.0,0.1,0.8
2013-01-15,cereals and tubers,Rice,52,KG,4.1,0.62,360,7.0,80.0,0.6,0.8
2013-01-15,cereals and tubers,Wheat flour,58,KG,4.8,0.73,364,10.0,76.0,1.0,1.2
2013-01-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.12,155,13.0,1.1,11.0,1.2
2013-01-15,"meat, fish and eggs",Meat (beef),141,KG,56.6,8.6,250,26.0,0.0,15.0,2.6
2013-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.7,2.69,239,27.0,0.0,14.0,1.3
2013-01-15,oil and fats,Ghee (artificial),106,KG,11.8,1.79,884,0.0,0.0,100.0,0.0
2013-01-15,oil and fats,Ghee (natural),107,KG,38.1,5.79,883,0.0,0.0,99.8,0.0
2013-01-15,oil and fats,Oil (maize),362,800 G,13.4,2.04,884,0.0,0.0,100.0,0.0
2013-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.4,1.73,341,26.0,58.0,1.5,6.7
2013-01-15,pulses and nuts,Lentils,108,KG,9.8,1.49,353,25.0,60.0,1.1,7.5
2013-01-15,vegetables and fruits,Garlic,105,KG,7.9,1.2,149,6.4,33.0,0.5,1.7
2013-01-15,vegetables and fruits,Onions (red),110,KG,3.4,0.52,40,1.1,9.0,0.1,0.2
2013-01-15,vegetables and fruits,Onions (white),111,KG,2.9,0.44,40,1.1,9.0,0.1,0.2
2013-01-15,vegetables and fruits,Tomatoes,114,KG,2.0,0.3,18,0.9,3.9,0.2,0.3
2013-02-15,cereals and tubers,Potatoes,83,KG,2.5,0.37,77,2.0,17.0,0.1,0.8
2013-02-15,cereals and tubers,Wheat flour,58,KG,4.62,0.69,364,10.0,76.0,1.0,1.2
2013-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.5,2.75,239,27.0,0.0,14.0,1.3
2013-02-15,miscellaneous food,Sugar,97,KG,5.0,0.74,387,0.0,100.0,0.0,0.1
2013-02-15,oil and fats,Ghee (artificial),106,KG,12.25,1.82,884,0.0,0.0,100.0,0.0
2013-02-15,oil and fats,Ghee (natural),107,KG,40.5,6.02,883,0.0,0.0,99.8,0.0
2013-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,12.12,1.8,341,26.0,58.0,1.5,6.7
2013-02-15,pulses and nuts,Lentils,108,KG,11.5,1.71,353,25.0,60.0,1.1,7.5
2013-02-15,vegetables and fruits,Garlic,105,KG,6.0,0.89,149,6.4,33.0,0.5,1.7
2013-02-15,vegetables and fruits,Tomatoes,114,KG,1.75,0.26,18,0.9,3.9,0.2,0.3
2013-03-15,cereals and tubers,Pasta,112,KG,4.09,0.6,370,13.0,75.0,1.5,1.3
2013-03-15,cereals and tubers,Potatoes,83,KG,1.92,0.28,77,2.0,17.0,0.1,0.8
2013-03-15,cereals and tubers,Rice,52,KG,4.9,0.72,360,7.0,80.0,0.6,0.8
2013-03-15,cereals and tubers,Wheat flour,58,KG,4.5,0.66,364,10.0,76.0,1.0,1.2
2013-03-15,"meat, fish and eggs",Eggs,92,Unit,0.66,0.097,155,13.0,1.1,11.0,1.2
2013-03-15,"meat, fish and eggs",Meat (beef),141,KG,58.25,8.59,250,26.0,0.0,15.0,2.6
2013-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.25,2.69,239,27.0,0.0,14.0,1.3
2013-03-15,miscellaneous food,Sugar,97,KG,6.03,0.89,387,0.0,100.0,0.0,0.1
2013-03-15,oil and fats,Ghee (artificial),106,KG,14.09,2.08,884,0.0,0.0,100.0,0.0
2013-03-15,oil and fats,Ghee (natural),107,KG,42.25,6.23,883,0.0,0.0,99.8,0.0
2013-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.0,1.62,341,26.0,58.0,1.5,6.7
2013-03-15,pulses and nuts,Lentils,108,KG,10.96,1.62,353,25.0,60.0,1.1,7.5
2013-03-15,vegetables and fruits,Garlic,105,KG,8.69,1.28,149,6.4,33.0,0.5,1.7
2013-03-15,vegetables and fruits,Onions (red),110,KG,2.38,0.35,40,1.1,9.0,0.1,0.2
2013-03-15,vegetables and fruits,Onions (white),111,KG,1.97,0.29,40,1.1,9.0,0.1,0.2
2013-03-15,vegetables and fruits,Tomatoes,114,KG,2.53,0.37,18,0.9,3.9,0.2,0.3
2013-04-15,cereals and tubers,Pasta,112,KG,4.81,0.7,370,13.0,75.0,1.5,1.3
2013-04-15,cereals and tubers,Potatoes,83,KG,3.56,0.52,77,2.0,17.0,0.1,0.8
2013-04-15,cereals and tubers,Rice,52,KG,4.25,0.62,360,7.0,80.0,0.6,0.8
2013-04-15,cereals and tubers,Wheat flour,58,KG,4.88,0.71,364,10.0,76.0,1.0,1.2
2013-04-15,"meat, fish and eggs",Eggs,92,Unit,0.71,0.1,155,13.0,1.1,11.0,1.2
2013-04-15,"meat, fish and eggs",Meat (beef),141,KG,56.13,8.15,250,26.0,0.0,15.0,2.6
2013-04-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,19.31,2.8,239,27.0,0.0,14.0,1.3
2013-04-15,miscellaneous food,Sugar,97,KG,5.28,0.77,387,0.0,100.0,0.0,0.1
2013-04-15,oil and fats,Ghee (natural),107,KG,37.75,5.48,883,0.0,0.0,99.8,0.0
2013-04-15,oil and fats,Oil (maize),362,800 G,13.06,1.9,884,0.0,0.0,100.0,0.0
2013-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.31,1.64,341,26.0,58.0,1.5,6.7
2013-04-15,pulses and nuts,Lentils,108,KG,11.44,1.66,353,25.0,60.0,1.1,7.5
2013-04-15,vegetables and fruits,Garlic,105,KG,9.69,1.41,149,6.4,33.0,0.5,1.7
2013-04-15,vegetables and fruits,Onions (red),110,KG,3.88,0.56,40,1.1,9.0,0.1,0.2
2013-04-15,vegetables and fruits,Onions (white),111,KG,3.41,0.49,40,1.1,9.0,0.1,0.2
2013-04-15,vegetables and fruits,Tomatoes,114,KG,3.38,0.49,18,0.9,3.9,0.2,0.3
2013-05-15,cereals and tubers,Wheat flour,58,KG,4.92,0.71,364,10.0,76.0,1.0,1.2
2013-05-15,"meat, fish and eggs",Eggs,92,Unit,0.78,0.11,155,13.0,1.1,11.0,1.2
2013-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.94,2.72,239,27.0,0.0,14.0,1.3
2013-05-15,miscellaneous food,Sugar,97,KG,5.58,0.8,387,0.0,100.0,0.0,0.1
2013-05-15,oil and fats,Ghee (artificial),106,KG,12.38,1.78,884,0.0,0.0,100.0,0.0
2013-05-15,oil and fats,Oil (maize),362,800 G,12.75,1.83,884,0.0,0.0,100.0,0.0
2013-05-15,pulses and nuts,Lentils,108,KG,12.0,1.72,353,25.0,60.0,1.1,7.5
2013-05-15,vegetables and fruits,Garlic,105,KG,10.75,1.54,149,6.4,33.0,0.5,1.7
2013-05-15,vegetables and fruits,Onions (white),111,KG,3.31,0.47,40,1.1,9.0,0.1,0.2
2013-06-15,cereals and tubers,Pasta,112,KG,4.2,0.6,370,13.0,75.0,1.5,1.3
2013-06-15,cereals and tubers,Potatoes,83,KG,3.75,0.54,77,2.0,17.0,0.1,0.8
2013-06-15,cereals and tubers,Wheat flour,58,KG,4.72,0.68,364,10.0,76.0,1.0,1.2
2013-06-15,"meat, fish and eggs",Eggs,92,Unit,0.79,0.11,155,13.0,1.1,11.0,1.2
2013-06-15,"meat, fish and eggs",Meat (beef),141,KG,55.6,7.95,250,26.0,0.0,15.0,2.6
2013-06-15,miscellaneous food,Sugar,97,KG,5.22,0.75,387,0.0,100.0,0.0,0.1
2013-06-15,oil and fats,Ghee (artificial),106,KG,13.1,1.87,884,0.0,0.0,100.0,0.0
2013-06-15,oil and fats,Ghee (natural),107,KG,41.7,5.97,883,0.0,0.0,99.8,0.0
2013-06-15,oil and fats,Oil (maize),362,800 G,12.4,1.77,884,0.0,0.0,100.0,0.0
2013-06-15,pulses and nuts,Lentils,108,KG,11.43,1.63,353,25.0,60.0,1.1,7.5
2013-06-15,vegetables and fruits,Garlic,105,KG,12.0,1.72,149,6.4,33.0,0.5,1.7
2013-06-15,vegetables and fruits,Onions (red),110,KG,3.52,0.5,40,1.1,9.0,0.1,0.2
2013-06-15,vegetables and fruits,Onions (white),111,KG,3.25,0.46,40,1.1,9.0,0.1,0.2
2013-07-15,cereals and tubers,Potatoes,83,KG,4.69,0.67,77,2.0,17.0,0.1,0.8
2013-07-15,cereals and tubers,Rice,52,KG,4.0,0.57,360,7.0,80.0,0.6,0.8
2013-07-15,"meat, fish and eggs",Eggs,92,Unit,0.84,0.12,155,13.0,1.1,11.0,1.2
2013-07-15,miscellaneous food,Sugar,97,KG,5.34,0.76,387,0.0,100.0,0.0,0.1
2013-07-15,oil and fats,Ghee (artificial),106,KG,13.25,1.89,884,0.0,0.0,100.0,0.0
2013-07-15,oil and fats,Ghee (natural),107,KG,41.12,5.88,883,0.0,0.0,99.8,0.0
2013-07-15,oil and fats,Oil (maize),362,800 G,12.81,1.83,884,0.0,0.0,100.0,0.0
2013-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,12.06,1.72,341,26.0,58.0,1.5,6.7
2013-07-15,pulses and nuts,Lentils,108,KG,12.03,1.72,353,25.0,60.0,1.1,7.5
2013-07-15,vegetables and fruits,Garlic,105,KG,11.69,1.67,149,6.4,33.0,0.5,1.7
2013-07-15,vegetables and fruits,Onions (red),110,KG,3.5,0.5,40,1.1,9.0,0.1,0.2
2013-07-15,vegetables and fruits,Onions (white),111,KG,3.81,0.54,40,1.1,9.0,0.1,0.2
2013-08-15,cereals and tubers,Potatoes,83,KG,4.75,0.68,77,2.0,17.0,0.1,0.8
2013-08-15,cereals and tubers,Rice,52,KG,4.0,0.57,360,7.0,80.0,0.6,0.8
2013-08-15,cereals and tubers,Wheat flour,58,KG,4.62,0.66,364,10.0,76.0,1.0,1.2
2013-08-15,"meat, fish and eggs",Eggs,92,Unit,0.86,0.12,155,13.0,1.1,11.0,1.2
2013-08-15,"meat, fish and eggs",Meat (beef),141,KG,60.62,8.67,250,26.0,0.0,15.0,2.6
2013-08-15,miscellaneous food,Sugar,97,KG,5.84,0.84,387,0.0,100.0,0.0,0.1
2013-08-15,oil and fats,Ghee (artificial),106,KG,12.88,1.84,884,0.0,0.0,100.0,0.0
2013-08-15,oil and fats,Ghee (natural),107,KG,44.5,6.37,883,0.0,0.0,99.8,0.0
2013-08-15,oil and fats,Oil (maize),362,800 G,12.62,1.81,884,0.0,0.0,100.0,0.0
2013-08-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.69,1.67,341,26.0,58.0,1.5,6.7
2013-08-15,vegetables and fruits,Tomatoes,114,KG,2.97,0.42,18,0.9,3.9,0.2,0.3
2013-09-15,cereals and tubers,Pasta,112,KG,5.05,0.73,370,13.0,75.0,1.5,1.3
2013-09-15,cereals and tubers,Rice,52,KG,4.35,0.63,360,7.0,80.0,0.6,0.8
2013-09-15,cereals and tubers,Wheat flour,58,KG,4.95,0.72,364,10.0,76.0,1.0,1.2
2013-09-15,"meat, fish and eggs",Eggs,92,Unit,0.86,0.12,155,13.0,1.1,11.0,1.2
2013-09-15,"meat, fish and eggs",Meat (beef),141,KG,57.9,8.4,250,26.0,0.0,15.0,2.6
2013-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,18.9,2.74,239,27.0,0.0,14.0,1.3
2013-09-15,miscellaneous food,Sugar,97,KG,5.57,0.81,387,0.0,100.0,0.0,0.1
2013-09-15,oil and fats,Ghee (artificial),106,KG,13.13,1.91,884,0.0,0.0,100.0,0.0
2013-09-15,oil and fats,Ghee (natural),107,KG,42.8,6.21,883,0.0,0.0,99.8,0.0
2013-09-15,oil and fats,Oil (maize),362,800 G,11.73,1.7,884,0.0,0.0,100.0,0.0
2013-09-15,vegetables and fruits,Garlic,105,KG,11.83,1.72,149,6.4,33.0,0.5,1.7
2013-09-15,vegetables and fruits,Onions (red),110,KG,4.1,0.6,40,1.1,9.0,0.1,0.2
2013-09-15,vegetables and fruits,Onions (white),111,KG,3.53,0.51,40,1.1,9.0,0.1,0.2
2013-10-15,cereals and tubers,Pasta,112,KG,5.06,0.73,370,13.0,75.0,1.5,1.3
2013-10-15,cereals and tubers,Potatoes,83,KG,4.56,0.66,77,2.0,17.0,0.1,0.8
2013-10-15,cereals and tubers,Rice,52,KG,5.25,0.76,360,7.0,80.0,0.6,0.8
2013-10-15,cereals and tubers,Wheat flour,58,KG,6.5,0.94,364,10.0,76.0,1.0,1.2
2013-10-15,"meat, fish and eggs",Eggs,92,Unit,0.89,0.13,155,13.0,1.1,11.0,1.2
2013-10-15,"meat, fish and eggs",Meat (beef),141,KG,62.38,9.05,250,26.0,0.0,15.0,2.6
2013-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,17.88,2.6,239,27.0,0.0,14.0,1.3
2013-10-15,oil and fats,Ghee (natural),107,KG,43.12,6.26,883,0.0,0.0,99.8,0.0
2013-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.56,1.68,341,26.0,58.0,1.5,6.7
2013-10-15,pulses and nuts,Lentils,108,KG,11.69,1.7,353,25.0,60.0,1.1,7.5
2013-10-15,vegetables and fruits,Garlic,105,KG,15.5,2.25,149,6.4,33.0,0.5,1.7
2013-10-15,vegetables and fruits,Onions (red),110,KG,5.56,0.81,40,1.1,9.0,0.1,0.2
2013-10-15,vegetables and fruits,Onions (white),111,KG,4.69,0.68,40,1.1,9.0,0.1,0.2
2013-10-15,vegetables and fruits,Tomatoes,114,KG,4.38,0.64,18,0.9,3.9,0.2,0.3
2013-11-15,cereals and tubers,Pasta,112,KG,4.44,0.64,370,13.0,75.0,1.5,1.3
2013-11-15,cereals and tubers,Rice,52,KG,5.31,0.77,360,7.0,80.0,0.6,0.8
2013-11-15,cereals and tubers,Wheat flour,58,KG,5.44,0.79,364,10.0,76.0,1.0,1.2
2013-11-15,"meat, fish and eggs",Eggs,92,Unit,0.84,0.12,155,13.0,1.1,11.0,1.2
2013-11-15,"meat, fish and eggs",Meat (beef),141,KG,59.63,8.65,250,26.0,0.0,15.0,2.6
2013-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,21.5,3.12,239,27.0,0.0,14.0,1.3
2013-11-15,miscellaneous food,Sugar,97,KG,4.97,0.72,387,0.0,100.0,0.0,0.1
2013-11-15,oil and fats,Ghee (artificial),106,KG,12.63,1.83,884,0.0,0.0,100.0,0.0
2013-11-15,oil and fats,Ghee (natural),107,KG,41.69,6.05,883,0.0,0.0,99.8,0.0
2013-11-15,oil and fats,Oil (maize),362,800 G,12.0,1.74,884,0.0,0.0,100.0,0.0
2013-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,11.19,1.62,341,26.0,58.0,1.5,6.7
2013-11-15,pulses and nuts,Lentils,108,KG,12.19,1.77,353,25.0,60.0,1.1,7.5
2013-11-15,vegetables and fruits,Garlic,105,KG,16.13,2.34,149,6.4,33.0,0.5,1.7
2013-11-15,vegetables and fruits,Onions (red),110,KG,5.25,0.76,40,1.1,9.0,0.1,0.2
2013-11-15,vegetables and fruits,Onions (white),111,KG,3.66,0.53,40,1.1,9.0,0.1,0.2
2013-11-15,vegetables and fruits,Tomatoes,114,KG,3.75,0.54,18,0.9,3.9,0.2,0.3
2013-12-15,cereals and tubers,Pasta,112,KG,4.25,0.62,370,13.0,75.0,1.5,1.3
2013-12-15,cereals and tubers,Potatoes,83,KG,3.4,0.49,77,2.0,17.0,0.1,0.8
2013-12-15,cereals and tubers,Rice,52,KG,4.05,0.59,360,7.0,80.0,0.6,0.8
2013-12-15,cereals and tubers,Wheat flour,58,KG,4.08,0.59,364,10.0,76.0,1.0,1.2
2013-12-15,"meat, fish and eggs",Eggs,92,Unit,0.8,0.12,155,13.0,1.1,11.0,1.2
2013-12-15,oil and fats,Ghee (natural),107,KG,42.9,6.23,883,0.0,0.0,99.8,0.0
2013-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,8.9,1.29,341,26.0,58.0,1.5,6.7
2013-12-15,pulses and nuts,Lentils,108,KG,10.7,1.55,353,25.0,60.0,1.1,7.5
2013-12-15,vegetables and fruits,Garlic,105,KG,14.0,2.03,149,6.4,33.0,0.5,1.7
2013-12-15,vegetables and fruits,Onions (red),110,KG,3.48,0.5,40,1.1,9.0,0.1,0.2
2013-12-15,vegetables and fruits,Onions (white),111,KG,2.98,0.43,40,1.1,9.0,0.1,0.2
2013-12-15,vegetables and fruits,Tomatoes,114,KG,3.0,0.44,18,0.9,3.9,0.2,0.3
2014-01-15,cereals and tubers,Pasta,112,KG,4.56,0.66,370,13.0,75.0,1.5,1.3
2014-01-15,cereals and tubers,Potatoes,83,KG,2.97,0.43,77,2.0,17.0,0.1,0.8
2014-01-15,cereals and tubers,Rice,52,KG,4.16,0.6,360,7.0,80.0,0.6,0.8
2014-01-15,cereals and tubers,Wheat flour,58,KG,4.5,0.65,364,10.0,76.0,1.0,1.2
2014-01-15,"meat, fish and eggs",Eggs,92,Unit,0.81,0.12,155,13.0,1.1,11.0,1.2
2014-01-15,"meat, fish and eggs",Meat (beef),141,KG,55.25,7.94,250,26.0,0.0,15.0,2.6
2014-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,16.5,2.37,239,27.0,0.0,14.0,1.3
