date,category,commodity,commodity_id,unit,price,usdprice,calories (Kcal),protein (g),carbs (g),fat (g),iron (mg)
2018-08-15,vegetables and fruits,Tomatoes,114,KG,5.5,0.31,18,0.9,3.9,0.2,0.3
2018-09-15,cereals and tubers,Potatoes,83,KG,10.0,0.56,77,2.0,17.0,0.1,0.8
2018-09-15,cereals and tubers,Rice,52,KG,10.09,0.56,360,7.0,80.0,0.6,0.8
2018-09-15,cereals and tubers,Wheat flour,58,KG,7.33,0.41,364,10.0,76.0,1.0,1.2
2018-09-15,"meat, fish and eggs",Eggs,92,Unit,1.56,0.087,155,13.0,1.1,11.0,1.2
2018-09-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.25,1.64,239,27.0,0.0,14.0,1.3
2018-09-15,miscellaneous food,Sugar,97,KG,14.0,0.78,387,0.0,100.0,0.0,0.1
2018-09-15,oil and fats,Oil (maize),362,800 G,27.55,1.54,884,0.0,0.0,100.0,0.0
2018-09-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32,884,0.0,0.0,100.0,0.0
2018-09-15,pulses and nuts,Lentils,108,KG,19.9,1.11,353,25.0,60.0,1.1,7.5
2018-09-15,vegetables and fruits,Garlic,105,KG,10.31,0.58,149,6.4,33.0,0.5,1.7
2018-09-15,vegetables and fruits,Onions (red),110,KG,6.75,0.38,40,1.1,9.0,0.1,0.2
2018-09-15,vegetables and fruits,Tomatoes,114,KG,10.25,0.57,18,0.9,3.9,0.2,0.3
2018-10-15,cereals and tubers,Pasta,112,KG,7.67,0.43,370,13.0,75.0,1.5,1.3
2018-10-15,cereals and tubers,Potatoes,83,KG,12.0,0.67,77,2.0,17.0,0.1,0.8
2018-10-15,cereals and tubers,Wheat flour,58,KG,7.16,0.4,364,10.0,76.0,1.0,1.2
2018-10-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091,155,13.0,1.1,11.0,1.2
2018-10-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.55,8.31,215,28.0,0.0,10.0,3.0
2018-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.0,1.73,239,27.0,0.0,14.0,1.3
2018-10-15,milk and dairy,Cheese (picon),319,8 pcs,9.41,0.53,300,10.0,5.0,26.0,0.1
2018-10-15,oil and fats,Oil (maize),362,800 G,27.55,1.54,884,0.0,0.0,100.0,0.0
2018-10-15,oil and fats,Oil (mixed),395,800 G,20.5,1.15,884,0.0,0.0,100.0,0.0
2018-10-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.31,884,0.0,0.0,100.0,0.0
2018-10-15,vegetables and fruits,Tomatoes,114,KG,13.0,0.73,18,0.9,3.9,0.2,0.3
2018-11-15,cereals and tubers,Pasta,112,KG,7.72,0.43,370,13.0,75.0,1.5,1.3
2018-11-15,cereals and tubers,Potatoes,83,KG,11.0,0.62,77,2.0,17.0,0.1,0.8
2018-11-15,cereals and tubers,Rice,52,KG,10.89,0.61,360,7.0,80.0,0.6,0.8
2018-11-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091,155,13.0,1.1,11.0,1.2
2018-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30.0,1.68,239,27.0,0.0,14.0,1.3
2018-11-15,milk and dairy,Cheese,414,KG,26.5,1.48,402,25.0,1.3,33.0,0.7
2018-11-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.54,300,10.0,5.0,26.0,0.1
2018-11-15,oil and fats,Ghee (natural),107,KG,95.3,5.34,883,0.0,0.0,99.8,0.0
2018-11-15,oil and fats,Oil (mixed),395,800 G,20.39,1.14,884,0.0,0.0,100.0,0.0
2018-11-15,oil and fats,Oil (sunflower),184,800 G,23.5,1.32,884,0.0,0.0,100.0,0.0
2018-11-15,vegetables and fruits,Onions (red),110,KG,8.25,0.46,40,1.1,9.0,0.1,0.2
2018-12-15,cereals and tubers,Pasta,112,KG,7.76,0.43,370,13.0,75.0,1.5,1.3
2018-12-15,cereals and tubers,Potatoes,83,KG,7.25,0.4,77,2.0,17.0,0.1,0.8
2018-12-15,cereals and tubers,Rice,52,KG,11.13,0.62,360,7.0,80.0,0.6,0.8
2018-12-15,milk and dairy,Cheese,414,KG,26.5,1.48,402,25.0,1.3,33.0,0.7
2018-12-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.53,300,10.0,5.0,26.0,0.1
2018-12-15,miscellaneous food,Sugar,97,KG,14.11,0.79,387,0.0,100.0,0.0,0.1
2018-12-15,oil and fats,Ghee (natural),107,KG,97.12,5.41,883,0.0,0.0,99.8,0.0
2018-12-15,oil and fats,Oil (maize),362,800 G,27.42,1.53,884,0.0,0.0,100.0,0.0
2018-12-15,oil and fats,Oil (sunflower),184,800 G,23.34,1.3,884,0.0,0.0,100.0,0.0
2018-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.98,1.56,341,26.0,58.0,1.5,6.7
2018-12-15,pulses and nuts,Lentils,108,KG,20.41,1.14,353,25.0,60.0,1.1,7.5
2018-12-15,vegetables and fruits,Garlic,105,KG,14.1,0.79,149,6.4,33.0,0.5,1.7
2018-12-15,vegetables and fruits,Onions (red),110,KG,7.96,0.44,40,1.1,9.0,0.1,0.2
2018-12-15,vegetables and fruits,Tomatoes,114,KG,4.5,0.25,18,0.9,3.9,0.2,0.3
2019-01-15,cereals and tubers,Pasta,112,KG,7.95,0.45,370,13.0,75.0,1.5,1.3
2019-01-15,cereals and tubers,Potatoes,83,KG,6.5,0.36,77,2.0,17.0,0.1,0.8
2019-01-15,cereals and tubers,Rice,52,KG,11.23,0.63,360,7.0,80.0,0.6,0.8
2019-01-15,cereals and tubers,Wheat flour,58,KG,7.4,0.41,364,10.0,76.0,1.0,1.2
2019-01-15,"meat, fish and eggs",Eggs,92,Unit,1.63,0.091,155,13.0,1.1,11.0,1.2
2019-01-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,149.09,8.35,215,28.0,0.0,10.0,3.0
2019-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,26.71,1.5,239,27.0,0.0,14.0,1.3
2019-01-15,milk and dairy,Cheese,414,KG,26.24,1.47,402,25.0,1.3,33.0,0.7
2019-01-15,milk and dairy,Cheese (picon),319,8 pcs,9.59,0.54,300,10.0,5.0,26.0,0.1
2019-01-15,oil and fats,Oil (maize),362,800 G,27.42,1.54,884,0.0,0.0,100.0,0.0
2019-01-15,oil and fats,Oil (mixed),395,800 G,19.96,1.12,884,0.0,0.0,100.0,0.0
2019-01-15,oil and fats,Oil (sunflower),184,800 G,23.34,1.31,884,0.0,0.0,100.0,0.0
2019-01-15,pulses and nuts,Lentils,108,KG,19.63,1.1,353,25.0,60.0,1.1,7.5
2019-02-15,cereals and tubers,Pasta,112,KG,8.14,0.47,370,13.0,75.0,1.5,1.3
2019-02-15,cereals and tubers,Potatoes,83,KG,7.5,0.43,77,2.0,17.0,0.1,0.8
2019-02-15,cereals and tubers,Rice,52,KG,11.23,0.64,360,7.0,80.0,0.6,0.8
2019-02-15,cereals and tubers,Wheat flour,58,KG,7.51,0.43,364,10.0,76.0,1.0,1.2
2019-02-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.097,155,13.0,1.1,11.0,1.2
2019-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,149.91,8.57,215,28.0,0.0,10.0,3.0
2019-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,33.13,1.89,239,27.0,0.0,14.0,1.3
2019-02-15,milk and dairy,Cheese,414,KG,26.32,1.5,402,25.0,1.3,33.0,0.7
2019-02-15,milk and dairy,Cheese (picon),319,8 pcs,9.68,0.55,300,10.0,5.0,26.0,0.1
2019-02-15,oil and fats,Ghee (natural),107,KG,96.78,5.53,883,0.0,0.0,99.8,0.0
2019-02-15,oil and fats,Oil (maize),362,800 G,27.42,1.57,884,0.0,0.0,100.0,0.0
2019-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,31.0,1.77,341,26.0,58.0,1.5,6.7
2019-02-15,pulses and nuts,Lentils,108,KG,19.63,1.12,353,25.0,60.0,1.1,7.5
2019-02-15,vegetables and fruits,Garlic,105,KG,13.19,0.75,149,6.4,33.0,0.5,1.7
2019-02-15,vegetables and fruits,Onions (red),110,KG,8.5,0.49,40,1.1,9.0,0.1,0.2
2019-03-15,cereals and tubers,Pasta,112,KG,8.14,0.47,370,13.0,75.0,1.5,1.3
2019-03-15,cereals and tubers,Potatoes,83,KG,8.99,0.52,77,2.0,17.0,0.1,0.8
2019-03-15,cereals and tubers,Rice,52,KG,11.23,0.65,360,7.0,80.0,0.6,0.8
2019-03-15,cereals and tubers,Wheat flour,58,KG,7.58,0.44,364,10.0,76.0,1.0,1.2
2019-03-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.098,155,13.0,1.1,11.0,1.2
2019-03-15,milk and dairy,Cheese,414,KG,26.32,1.52,402,25.0,1.3,33.0,0.7
2019-03-15,milk and dairy,Cheese (picon),319,8 pcs,9.55,0.55,300,10.0,5.0,26.0,0.1
2019-03-15,miscellaneous food,Sugar,97,KG,14.01,0.81,387,0.0,100.0,0.0,0.1
2019-03-15,oil and fats,Oil (maize),362,800 G,27.46,1.58,884,0.0,0.0,100.0,0.0
2019-03-15,oil and fats,Oil (mixed),395,800 G,19.96,1.15,884,0.0,0.0,100.0,0.0
2019-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,31.0,1.79,341,26.0,58.0,1.5,6.7
2019-03-15,pulses and nuts,Lentils,108,KG,19.63,1.13,353,25.0,60.0,1.1,7.5
2019-03-15,vegetables and fruits,Garlic,105,KG,13.11,0.76,149,6.4,33.0,0.5,1.7
2019-04-15,cereals and tubers,Pasta,112,KG,8.07,0.47,370,13.0,75.0,1.5,1.3
2019-04-15,cereals and tubers,Potatoes,83,KG,8.25,0.48,77,2.0,17.0,0.1,0.8
2019-04-15,cereals and tubers,Rice,52,KG,11.08,0.64,360,7.0,80.0,0.6,0.8
2019-04-15,cereals and tubers,Wheat flour,58,KG,7.66,0.44,364,10.0,76.0,1.0,1.2
2019-04-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.098,155,13.0,1.1,11.0,1.2
2019-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.42,8.57,215,28.0,0.0,10.0,3.0
2019-04-15,miscellaneous food,Sugar,97,KG,14.01,0.81,387,0.0,100.0,0.0,0.1
2019-04-15,oil and fats,Ghee (natural),107,KG,96.1,5.55,883,0.0,0.0,99.8,0.0
2019-04-15,oil and fats,Oil (maize),362,800 G,27.46,1.59,884,0.0,0.0,100.0,0.0
2019-04-15,oil and fats,Oil (mixed),395,800 G,20.22,1.17,884,0.0,0.0,100.0,0.0
2019-04-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.36,884,0.0,0.0,100.0,0.0
2019-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,29.92,1.73,341,26.0,58.0,1.5,6.7
2019-04-15,pulses and nuts,Lentils,108,KG,19.32,1.12,353,25.0,60.0,1.1,7.5
2019-04-15,vegetables and fruits,Onions (red),110,KG,9.75,0.56,40,1.1,9.0,0.1,0.2
2019-04-15,vegetables and fruits,Tomatoes,114,KG,5.77,0.33,18,0.9,3.9,0.2,0.3
2019-05-15,cereals and tubers,Potatoes,83,KG,6.95,0.41,77,2.0,17.0,0.1,0.8
2019-05-15,cereals and tubers,Wheat flour,58,KG,7.78,0.46,364,10.0,76.0,1.0,1.2
2019-05-15,"meat, fish and eggs",Eggs,92,Unit,1.7,0.1,155,13.0,1.1,11.0,1.2
2019-05-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.42,8.72,215,28.0,0.0,10.0,3.0
2019-05-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,34.0,2.0,239,27.0,0.0,14.0,1.3
2019-05-15,milk and dairy,Cheese,414,KG,26.38,1.55,402,25.0,1.3,33.0,0.7
2019-05-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.57,300,10.0,5.0,26.0,0.1
2019-05-15,miscellaneous food,Sugar,97,KG,14.0,0.82,387,0.0,100.0,0.0,0.1
2019-05-15,oil and fats,Ghee (natural),107,KG,96.1,5.64,883,0.0,0.0,99.8,0.0
2019-05-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.38,884,0.0,0.0,100.0,0.0
2019-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,29.49,1.73,341,26.0,58.0,1.5,6.7
2019-05-15,pulses and nuts,Lentils,108,KG,19.32,1.13,353,25.0,60.0,1.1,7.5
2019-05-15,vegetables and fruits,Garlic,105,KG,16.53,0.97,149,6.4,33.0,0.5,1.7
2019-05-15,vegetables and fruits,Onions (red),110,KG,7.0,0.41,40,1.1,9.0,0.1,0.2
2019-05-15,vegetables and fruits,Tomatoes,114,KG,7.25,0.43,18,0.9,3.9,0.2,0.3
2019-06-15,cereals and tubers,Potatoes,83,KG,5.75,0.34,77,2.0,17.0,0.1,0.8
2019-06-15,cereals and tubers,Wheat flour,58,KG,7.82,0.47,364,10.0,76.0,1.0,1.2
2019-06-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.099,155,13.0,1.1,11.0,1.2
2019-06-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.38,1.88,239,27.0,0.0,14.0,1.3
2019-06-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.58,300,10.0,5.0,26.0,0.1
2019-06-15,miscellaneous food,Sugar,97,KG,14.01,0.84,387,0.0,100.0,0.0,0.1
2019-06-15,oil and fats,Ghee (natural),107,KG,98.27,5.88,883,0.0,0.0,99.8,0.0
2019-06-15,oil and fats,Oil (mixed),395,800 G,20.22,1.21,884,0.0,0.0,100.0,0.0
2019-06-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.41,884,0.0,0.0,100.0,0.0
2019-06-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.01,1.62,341,26.0,58.0,1.5,6.7
2019-06-15,vegetables and fruits,Garlic,105,KG,13.74,0.82,149,6.4,33.0,0.5,1.7
2019-06-15,vegetables and fruits,Onions (red),110,KG,6.5,0.39,40,1.1,9.0,0.1,0.2
2019-06-15,vegetables and fruits,Tomatoes,114,KG,5.0,0.3,18,0.9,3.9,0.2,0.3
2019-07-15,cereals and tubers,Potatoes,83,KG,7.48,0.45,77,2.0,17.0,0.1,0.8
2019-07-15,cereals and tubers,Rice,52,KG,10.32,0.62,360,7.0,80.0,0.6,0.8
2019-07-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1,155,13.0,1.1,11.0,1.2
2019-07-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.16,8.94,215,28.0,0.0,10.0,3.0
2019-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30.0,1.81,239,27.0,0.0,14.0,1.3
2019-07-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.58,300,10.0,5.0,26.0,0.1
2019-07-15,miscellaneous food,Sugar,97,KG,14.01,0.85,387,0.0,100.0,0.0,0.1
2019-07-15,oil and fats,Ghee (natural),107,KG,95.7,5.78,883,0.0,0.0,99.8,0.0
2019-07-15,oil and fats,Oil (maize),362,800 G,27.46,1.66,884,0.0,0.0,100.0,0.0
2019-07-15,oil and fats,Oil (mixed),395,800 G,20.22,1.22,884,0.0,0.0,100.0,0.0
2019-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.51,1.66,341,26.0,58.0,1.5,6.7
2019-07-15,pulses and nuts,Lentils,108,KG,19.09,1.15,353,25.0,60.0,1.1,7.5
2019-07-15,vegetables and fruits,Garlic,105,KG,15.01,0.91,149,6.4,33.0,0.5,1.7
2019-07-15,vegetables and fruits,Onions (red),110,KG,6.5,0.39,40,1.1,9.0,0.1,0.2
2019-07-15,vegetables and fruits,Tomatoes,114,KG,3.5,0.21,18,0.9,3.9,0.2,0.3
2019-08-15,cereals and tubers,Pasta,112,KG,8.07,0.49,370,13.0,75.0,1.5,1.3
2019-08-15,cereals and tubers,Rice,52,KG,9.92,0.6,360,7.0,80.0,0.6,0.8
2019-08-15,cereals and tubers,Wheat flour,58,KG,7.67,0.46,364,10.0,76.0,1.0,1.2
2019-08-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,150.46,9.1,215,28.0,0.0,10.0,3.0
2019-08-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,27.32,1.65,239,27.0,0.0,14.0,1.3
2019-08-15,milk and dairy,Cheese,414,KG,26.38,1.6,402,25.0,1.3,33.0,0.7
2019-08-15,milk and dairy,Cheese (picon),319,8 pcs,9.66,0.58,300,10.0,5.0,26.0,0.1
2019-08-15,miscellaneous food,Sugar,97,KG,14.01,0.85,387,0.0,100.0,0.0,0.1
2019-08-15,oil and fats,Ghee (natural),107,KG,95.7,5.79,883,0.0,0.0,99.8,0.0
2019-08-15,oil and fats,Oil (maize),362,800 G,27.46,1.66,884,0.0,0.0,100.0,0.0
2019-08-15,oil and fats,Oil (mixed),395,800 G,20.22,1.22,884,0.0,0.0,100.0,0.0
2019-08-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.43,884,0.0,0.0,100.0,0.0
2019-08-15,pulses and nuts,Lentils,108,KG,19.09,1.15,353,25.0,60.0,1.1,7.5
2019-08-15,vegetables and fruits,Garlic,105,KG,17.38,1.05,149,6.4,33.0,0.5,1.7
2019-08-15,vegetables and fruits,Onions (red),110,KG,6.5,0.39,40,1.1,9.0,0.1,0.2
2019-09-15,cereals and tubers,Rice,52,KG,9.92,0.61,360,7.0,80.0,0.6,0.8
2019-09-15,cereals and tubers,Wheat flour,58,KG,7.67,0.47,364,10.0,76.0,1.0,1.2
2019-09-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1,155,13.0,1.1,11.0,1.2
2019-09-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.37,9.09,215,28.0,0.0,10.0,3.0
2019-09-15,milk and dairy,Cheese,414,KG,27.02,1.65,402,25.0,1.3,33.0,0.7
2019-09-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.6,300,10.0,5.0,26.0,0.1
2019-09-15,miscellaneous food,Sugar,97,KG,14.01,0.86,387,0.0,100.0,0.0,0.1
2019-09-15,oil and fats,Ghee (natural),107,KG,95.7,5.86,883,0.0,0.0,99.8,0.0
2019-09-15,oil and fats,Oil (maize),362,800 G,27.46,1.68,884,0.0,0.0,100.0,0.0
2019-09-15,oil and fats,Oil (mixed),395,800 G,20.22,1.24,884,0.0,0.0,100.0,0.0
2019-09-15,pulses and nuts,"Beans (fava, dry)",385,KG,28.18,1.73,341,26.0,58.0,1.5,6.7
2019-09-15,pulses and nuts,Lentils,108,KG,19.09,1.17,353,25.0,60.0,1.1,7.5
2019-09-15,vegetables and fruits,Garlic,105,KG,18.22,1.12,149,6.4,33.0,0.5,1.7
2019-10-15,cereals and tubers,Pasta,112,KG,8.07,0.5,370,13.0,75.0,1.5,1.3
2019-10-15,cereals and tubers,Potatoes,83,KG,8.53,0.53,77,2.0,17.0,0.1,0.8
2019-10-15,cereals and tubers,Wheat flour,58,KG,7.67,0.47,364,10.0,76.0,1.0,1.2
2019-10-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,141.95,8.77,215,28.0,0.0,10.0,3.0
2019-10-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,25.42,1.57,239,27.0,0.0,14.0,1.3
2019-10-15,miscellaneous food,Sugar,97,KG,14.1,0.87,387,0.0,100.0,0.0,0.1
2019-10-15,oil and fats,Ghee (natural),107,KG,96.2,5.94,883,0.0,0.0,99.8,0.0
2019-10-15,oil and fats,Oil (sunflower),184,800 G,23.58,1.46,884,0.0,0.0,100.0,0.0
2019-10-15,pulses and nuts,"Beans (fava, dry)",385,KG,28.57,1.76,341,26.0,58.0,1.5,6.7
2019-10-15,pulses and nuts,Lentils,108,KG,18.54,1.15,353,25.0,60.0,1.1,7.5
2019-10-15,vegetables and fruits,Onions (red),110,KG,7.32,0.45,40,1.1,9.0,0.1,0.2
2019-10-15,vegetables and fruits,Tomatoes,114,KG,7.1,0.44,18,0.9,3.9,0.2,0.3
2019-11-15,cereals and tubers,Pasta,112,KG,8.07,0.5,370,13.0,75.0,1.5,1.3
2019-11-15,cereals and tubers,Potatoes,83,KG,10.0,0.62,77,2.0,17.0,0.1,0.8
2019-11-15,cereals and tubers,Rice,52,KG,9.92,0.62,360,7.0,80.0,0.6,0.8
2019-11-15,cereals and tubers,Wheat flour,58,KG,6.67,0.41,364,10.0,76.0,1.0,1.2
2019-11-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1,155,13.0,1.1,11.0,1.2
2019-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,126.33,7.86,215,28.0,0.0,10.0,3.0
2019-11-15,milk and dairy,Cheese,414,KG,27.02,1.68,402,25.0,1.3,33.0,0.7
2019-11-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.61,300,10.0,5.0,26.0,0.1
2019-11-15,miscellaneous food,Sugar,97,KG,14.0,0.87,387,0.0,100.0,0.0,0.1
2019-11-15,oil and fats,Oil (maize),362,800 G,28.46,1.77,884,0.0,0.0,100.0,0.0
2019-11-15,oil and fats,Oil (mixed),395,800 G,20.72,1.29,884,0.0,0.0,100.0,0.0
2019-11-15,oil and fats,Oil (sunflower),184,800 G,24.58,1.53,884,0.0,0.0,100.0,0.0
2019-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,27.57,1.71,341,26.0,58.0,1.5,6.7
2019-11-15,pulses and nuts,Lentils,108,KG,18.54,1.15,353,25.0,60.0,1.1,7.5
2019-11-15,vegetables and fruits,Garlic,105,KG,21.68,1.35,149,6.4,33.0,0.5,1.7
2019-12-15,cereals and tubers,Pasta,112,KG,8.07,0.5,370,13.0,75.0,1.5,1.3
2019-12-15,cereals and tubers,Potatoes,83,KG,10.36,0.65,77,2.0,17.0,0.1,0.8
2019-12-15,cereals and tubers,Rice,52,KG,9.92,0.62,360,7.0,80.0,0.6,0.8
2019-12-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42,364,10.0,76.0,1.0,1.2
2019-12-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,124.87,7.78,215,28.0,0.0,10.0,3.0
2019-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,25.42,1.58,239,27.0,0.0,14.0,1.3
2019-12-15,milk and dairy,Cheese,414,KG,27.02,1.68,402,25.0,1.3,33.0,0.7
2019-12-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.61,300,10.0,5.0,26.0,0.1
2019-12-15,miscellaneous food,Sugar,97,KG,14.01,0.87,387,0.0,100.0,0.0,0.1
2019-12-15,oil and fats,Oil (maize),362,800 G,28.46,1.77,884,0.0,0.0,100.0,0.0
2019-12-15,oil and fats,Oil (sunflower),184,800 G,24.58,1.53,884,0.0,0.0,100.0,0.0
2019-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,28.94,1.8,341,26.0,58.0,1.5,6.7
2019-12-15,pulses and nuts,Lentils,108,KG,18.54,1.16,353,25.0,60.0,1.1,7.5
2019-12-15,vegetables and fruits,Garlic,105,KG,21.68,1.35,149,6.4,33.0,0.5,1.7
2019-12-15,vegetables and fruits,Onions (red),110,KG,7.82,0.49,40,1.1,9.0,0.1,0.2
2020-01-15,cereals and tubers,Pasta,112,KG,8.07,0.51,370,13.0,75.0,1.5,1.3
2020-01-15,cereals and tubers,Rice,52,KG,9.92,0.63,360,7.0,80.0,0.6,0.8
2020-01-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42,364,10.0,76.0,1.0,1.2
2020-01-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1,155,13.0,1.1,11.0,1.2
2020-01-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,125.87,7.96,215,28.0,0.0,10.0,3.0
2020-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28.21,1.78,239,27.0,0.0,14.0,1.3
2020-01-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.62,300,10.0,5.0,26.0,0.1
2020-01-15,oil and fats,Oil (maize),362,800 G,28.46,1.8,884,0.0,0.0,100.0,0.0
2020-01-15,oil and fats,Oil (mixed),395,800 G,20.72,1.31,884,0.0,0.0,100.0,0.0
2020-01-15,oil and fats,Oil (sunflower),184,800 G,23.38,1.48,884,0.0,0.0,100.0,0.0
2020-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,30.21,1.91,341,26.0,58.0,1.5,6.7
2020-01-15,pulses and nuts,Lentils,108,KG,18.54,1.17,353,25.0,60.0,1.1,7.5
2020-01-15,vegetables and fruits,Garlic,105,KG,21.68,1.37,149,6.4,33.0,0.5,1.7
2020-01-15,vegetables and fruits,Onions (red),110,KG,8.39,0.53,40,1.1,9.0,0.1,0.2
2020-02-15,cereals and tubers,Pasta,112,KG,8.07,0.52,370,13.0,75.0,1.5,1.3
2020-02-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.11,155,13.0,1.1,11.0,1.2
2020-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,125.87,8.04,215,28.0,0.0,10.0,3.0
2020-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,28.21,1.8,239,27.0,0.0,14.0,1.3
2020-02-15,oil and fats,Ghee (natural),107,KG,107.23,6.85,883,0.0,0.0,99.8,0.0
2020-02-15,oil and fats,Oil (sunflower),184,800 G,23.38,1.49,884,0.0,0.0,100.0,0.0
2020-02-15,pulses and nuts,Lentils,108,KG,18.54,1.18,353,25.0,60.0,1.1,7.5
2020-02-15,vegetables and fruits,Garlic,105,KG,21.68,1.39,149,6.4,33.0,0.5,1.7
2020-02-15,vegetables and fruits,Tomatoes,114,KG,7.22,0.46,18,0.9,3.9,0.2,0.3
2020-03-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42,364,10.0,76.0,1.0,1.2
2020-03-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.11,155,13.0,1.1,11.0,1.2
2020-03-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,128.59,8.19,215,28.0,0.0,10.0,3.0
2020-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.11,1.85,239,27.0,0.0,14.0,1.3
2020-03-15,milk and dairy,Cheese,414,KG,27.02,1.72,402,25.0,1.3,33.0,0.7
2020-03-15,milk and dairy,Cheese (picon),319,8 pcs,9.74,0.62,300,10.0,5.0,26.0,0.1
2020-03-15,miscellaneous food,Sugar,97,KG,14.01,0.89,387,0.0,100.0,0.0,0.1
2020-03-15,oil and fats,Ghee (natural),107,KG,107.23,6.83,883,0.0,0.0,99.8,0.0
2020-03-15,oil and fats,Oil (mixed),395,800 G,20.72,1.32,884,0.0,0.0,100.0,0.0
2020-03-15,pulses and nuts,Lentils,108,KG,18.54,1.18,353,25.0,60.0,1.1,7.5
2020-03-15,vegetables and fruits,Garlic,105,KG,22.56,1.44,149,6.4,33.0,0.5,1.7
2020-03-15,vegetables and fruits,Onions (red),110,KG,9.2,0.59,40,1.1,9.0,0.1,0.2
2020-03-15,vegetables and fruits,Tomatoes,114,KG,7.22,0.46,18,0.9,3.9,0.2,0.3
2020-04-15,cereals and tubers,Pasta,112,KG,8.07,0.51,370,13.0,75.0,1.5,1.3
2020-04-15,cereals and tubers,Rice,52,KG,9.92,0.63,360,7.0,80.0,0.6,0.8
2020-04-15,cereals and tubers,Wheat flour,58,KG,6.67,0.42,364,10.0,76.0,1.0,1.2
2020-04-15,"meat, fish and eggs",Eggs,92,Unit,1.65,0.1,155,13.0,1.1,11.0,1.2
2020-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,134.33,8.52,215,28.0,0.0,10.0,3.0
